date,deceased
2014-04-02,67
2014-04-03,68
2014-04-04,62
2014-04-05,56
2014-04-06,55
2014-04-07,70
2014-04-08,58
2014-04-09,50
2014-04-10,45
2014-04-11,54
2014-04-12,71
2014-04-13,45
2014-04-14,53
2014-04-15,60
2014-04-16,45
2014-04-17,53
2014-04-18,57
2014-04-19,61
2014-04-20,59
2014-04-21,50
2014-04-22,46
2014-04-23,51
2014-04-24,51
2014-04-25,48
2014-04-26,58
2014-04-27,39
2014-04-28,52
2014-04-29,36
2014-04-30,43
2014-05-01,52
2014-05-02,63
2014-05-03,48
2014-05-04,57
2014-05-05,48
2014-05-06,43
2014-05-07,60
2014-05-08,47
2014-05-09,47
2014-05-10,46
2014-05-11,33
2014-05-12,64
2014-05-13,49
2014-05-14,39
2014-05-15,51
2014-05-16,51
2014-05-17,49
2014-05-18,41
2014-05-19,63
2014-05-20,55
2014-05-21,51
2014-05-22,40
2014-05-23,65
2014-05-24,46
2014-05-25,53
2014-05-26,54
2014-05-27,47
2014-05-28,37
2014-05-29,52
2014-05-30,46
2014-05-31,60
2014-06-01,57
2014-06-02,51
2014-06-03,58
2014-06-04,40
2014-06-05,61
2014-06-06,56
2014-06-07,49
2014-06-08,48
2014-06-09,54
2014-06-10,61
2014-06-11,55
2014-06-12,54
2014-06-13,61
2014-06-14,56
2014-06-15,52
2014-06-16,50
2014-06-17,44
2014-06-18,58
2014-06-19,40
2014-06-20,41
2014-06-21,59
2014-06-22,46
2014-06-23,46
2014-06-24,58
2014-06-25,49
2014-06-26,46
2014-06-27,42
2014-06-28,49
2014-06-29,40
2014-06-30,53
2014-07-01,50
2014-07-02,42
2014-07-03,63
2014-07-04,47
2014-07-05,52
2014-07-06,54
2014-07-07,53
2014-07-08,56
2014-07-09,59
2014-07-10,34
2014-07-11,72
2014-07-12,54
2014-07-13,54
2014-07-14,51
2014-07-15,46
2014-07-16,51
2014-07-17,64
2014-07-18,42
2014-07-19,55
2014-07-20,61
2014-07-21,55
2014-07-22,55
2014-07-23,50
2014-07-24,46
2014-07-25,47
2014-07-26,55
2014-07-27,56
2014-07-28,49
2014-07-29,42
2014-07-30,60
2014-07-31,50
2014-08-01,51
2014-08-02,46
2014-08-03,50
2014-08-04,49
2014-08-05,44
2014-08-06,57
2014-08-07,52
2014-08-08,44
2014-08-09,48
2014-08-10,60
2014-08-11,48
2014-08-12,50
2014-08-13,54
2014-08-14,55
2014-08-15,49
2014-08-16,43
2014-08-17,48
2014-08-18,44
2014-08-19,39
2014-08-20,49
2014-08-21,49
2014-08-22,59
2014-08-23,34
2014-08-24,47
2014-08-25,43
2014-08-26,57
2014-08-27,47
2014-08-28,59
2014-08-29,51
2014-08-30,54
2014-08-31,49
2014-09-01,53
2014-09-02,51
2014-09-03,37
2014-09-04,50
2014-09-05,50
2014-09-06,37
2014-09-07,46
2014-09-08,39
2014-09-09,42
2014-09-10,62
2014-09-11,58
2014-09-12,57
2014-09-13,55
2014-09-14,65
2014-09-15,49
2014-09-16,54
2014-09-17,43
2014-09-18,48
2014-09-19,46
2014-09-20,62
2014-09-21,46
2014-09-22,57
2014-09-23,57
2014-09-24,51
2014-09-25,54
2014-09-26,48
2014-09-27,60
2014-09-28,54
2014-09-29,59
2014-09-30,50
2014-10-01,58
2014-10-02,53
2014-10-03,55
2014-10-04,60
2014-10-05,61
2014-10-06,58
2014-10-07,55
2014-10-08,43
2014-10-09,52
2014-10-10,61
2014-10-11,68
2014-10-12,39
2014-10-13,60
2014-10-14,45
2014-10-15,59
2014-10-16,44
2014-10-17,61
2014-10-18,61
2014-10-19,50
2014-10-20,59
2014-10-21,56
2014-10-22,52
2014-10-23,53
2014-10-24,57
2014-10-25,58
2014-10-26,57
2014-10-27,55
2014-10-28,54
2014-10-29,62
2014-10-30,56
2014-10-31,59
2014-11-01,56
2014-11-02,51
2014-11-03,50
2014-11-04,60
2014-11-05,49
2014-11-06,59
2014-11-07,58
2014-11-08,48
2014-11-09,55
2014-11-10,70
2014-11-11,45
2014-11-12,50
2014-11-13,64
2014-11-14,64
2014-11-15,49
2014-11-16,59
2014-11-17,52
2014-11-18,50
2014-11-19,56
2014-11-20,51
2014-11-21,55
2014-11-22,50
2014-11-23,39
2014-11-24,54
2014-11-25,52
2014-11-26,55
2014-11-27,40
2014-11-28,69
2014-11-29,48
2014-11-30,53
2014-12-01,50
2014-12-02,56
2014-12-03,63
2014-12-04,60
2014-12-05,59
2014-12-06,63
2014-12-07,50
2014-12-08,53
2014-12-09,48
2014-12-10,50
2014-12-11,39
2014-12-12,54
2014-12-13,63
2014-12-14,46
2014-12-15,46
2014-12-16,62
2014-12-17,67
2014-12-18,53
2014-12-19,58
2014-12-20,58
2014-12-21,52
2014-12-22,61
2014-12-23,57
2014-12-24,58
2014-12-25,50
2014-12-26,63
2014-12-27,63
2014-12-28,70
2014-12-29,51
2014-12-30,51
2014-12-31,69
2015-01-01,64
2015-01-02,60
2015-01-03,62
2015-01-04,71
2015-01-05,61
2015-01-06,58
2015-01-07,65
2015-01-08,58
2015-01-09,60
2015-01-10,63
2015-01-11,66
2015-01-12,63
2015-01-13,65
2015-01-14,67
2015-01-15,57
2015-01-16,83
2015-01-17,61
2015-01-18,76
2015-01-19,65
2015-01-20,71
2015-01-21,76
2015-01-22,72
2015-01-23,56
2015-01-24,62
2015-01-25,65
2015-01-26,60
2015-01-27,62
2015-01-28,73
2015-01-29,57
2015-01-30,70
2015-01-31,65
2015-02-01,67
2015-02-02,66
2015-02-03,55
2015-02-04,55
2015-02-05,63
2015-02-06,64
2015-02-07,66
2015-02-08,66
2015-02-09,72
2015-02-10,82
2015-02-11,59
2015-02-12,80
2015-02-13,72
2015-02-14,57
2015-02-15,61
2015-02-16,73
2015-02-17,64
2015-02-18,64
2015-02-19,65
2015-02-20,61
2015-02-21,69
2015-02-22,70
2015-02-23,75
2015-02-24,66
2015-02-25,67
2015-02-26,64
2015-02-27,67
2015-02-28,62
2015-03-01,70
2015-03-02,70
2015-03-03,59
2015-03-04,62
2015-03-05,55
2015-03-06,53
2015-03-07,54
2015-03-08,46
2015-03-09,68
2015-03-10,70
2015-03-11,72
2015-03-12,65
2015-03-13,57
2015-03-14,72
2015-03-15,64
2015-03-16,51
2015-03-17,70
2015-03-18,55
2015-03-19,61
2015-03-20,73
2015-03-21,62
2015-03-22,72
2015-03-23,68
2015-03-24,70
2015-03-25,70
2015-03-26,72
2015-03-27,69
2015-03-28,57
2015-03-29,70
2015-03-30,72
2015-03-31,59
2015-04-01,65
2015-04-02,74
2015-04-03,75
2015-04-04,57
2015-04-05,64
2015-04-06,66
2015-04-07,80
2015-04-08,52
2015-04-09,62
2015-04-10,58
2015-04-11,61
2015-04-12,63
2015-04-13,77
2015-04-14,75
2015-04-15,54
2015-04-16,59
2015-04-17,55
2015-04-18,67
2015-04-19,52
2015-04-20,66
2015-04-21,74
2015-04-22,54
2015-04-23,59
2015-04-24,47
2015-04-25,50
2015-04-26,61
2015-04-27,57
2015-04-28,52
2015-04-29,67
2015-04-30,57
2015-05-01,57
2015-05-02,63
2015-05-03,52
2015-05-04,48
2015-05-05,63
2015-05-06,45
2015-05-07,47
2015-05-08,64
2015-05-09,43
2015-05-10,68
2015-05-11,51
2015-05-12,42
2015-05-13,51
2015-05-14,44
2015-05-15,46
2015-05-16,59
2015-05-17,45
2015-05-18,66
2015-05-19,47
2015-05-20,46
2015-05-21,37
2015-05-22,52
2015-05-23,51
2015-05-24,35
2015-05-25,38
2015-05-26,47
2015-05-27,46
2015-05-28,47
2015-05-29,54
2015-05-30,57
2015-05-31,55
2015-06-01,70
2015-06-02,50
2015-06-03,53
2015-06-04,52
2015-06-05,48
2015-06-06,49
2015-06-07,55
2015-06-08,57
2015-06-09,43
2015-06-10,47
2015-06-11,47
2015-06-12,61
2015-06-13,42
2015-06-14,49
2015-06-15,46
2015-06-16,60
2015-06-17,50
2015-06-18,46
2015-06-19,50
2015-06-20,42
2015-06-21,48
2015-06-22,52
2015-06-23,46
2015-06-24,32
2015-06-25,58
2015-06-26,47
2015-06-27,39
2015-06-28,43
2015-06-29,60
2015-06-30,61
2015-07-01,62
2015-07-02,59
2015-07-03,52
2015-07-04,52
2015-07-05,61
2015-07-06,51
2015-07-07,57
2015-07-08,72
2015-07-09,41
2015-07-10,54
2015-07-11,48
2015-07-12,65
2015-07-13,53
2015-07-14,55
2015-07-15,59
2015-07-16,54
2015-07-17,66
2015-07-18,52
2015-07-19,61
2015-07-20,67
2015-07-21,49
2015-07-22,57
2015-07-23,53
2015-07-24,61
2015-07-25,67
2015-07-26,59
2015-07-27,54
2015-07-28,51
2015-07-29,51
2015-07-30,56
2015-07-31,47
2015-08-01,42
2015-08-02,46
2015-08-03,59
2015-08-04,48
2015-08-05,52
2015-08-06,47
2015-08-07,45
2015-08-08,52
2015-08-09,45
2015-08-10,55
2015-08-11,63
2015-08-12,51
2015-08-13,56
2015-08-14,57
2015-08-15,57
2015-08-16,54
2015-08-17,43
2015-08-18,56
2015-08-19,49
2015-08-20,50
2015-08-21,50
2015-08-22,48
2015-08-23,62
2015-08-24,41
2015-08-25,53
2015-08-26,61
2015-08-27,49
2015-08-28,54
2015-08-29,50
2015-08-30,48
2015-08-31,58
2015-09-01,54
2015-09-02,45
2015-09-03,46
2015-09-04,44
2015-09-05,44
2015-09-06,41
2015-09-07,36
2015-09-08,48
2015-09-09,39
2015-09-10,49
2015-09-11,55
2015-09-12,56
2015-09-13,39
2015-09-14,48
2015-09-15,55
2015-09-16,45
2015-09-17,49
2015-09-18,51
2015-09-19,59
2015-09-20,67
2015-09-21,58
2015-09-22,35
2015-09-23,52
2015-09-24,52
2015-09-25,39
2015-09-26,47
2015-09-27,42
2015-09-28,50
2015-09-29,47
2015-09-30,54
2015-10-01,56
2015-10-02,52
2015-10-03,42
2015-10-04,56
2015-10-05,59
2015-10-06,65
2015-10-07,59
2015-10-08,56
2015-10-09,47
2015-10-10,63
2015-10-11,63
2015-10-12,51
2015-10-13,52
2015-10-14,49
2015-10-15,68
2015-10-16,60
2015-10-17,40
2015-10-18,55
2015-10-19,69
2015-10-20,62
2015-10-21,56
2015-10-22,50
2015-10-23,61
2015-10-24,43
2015-10-25,65
2015-10-26,54
2015-10-27,71
2015-10-28,60
2015-10-29,72
2015-10-30,59
2015-10-31,57
2015-11-01,54
2015-11-02,58
2015-11-03,53
2015-11-04,62
2015-11-05,50
2015-11-06,56
2015-11-07,56
2015-11-08,56
2015-11-09,64
2015-11-10,61
2015-11-11,56
2015-11-12,56
2015-11-13,54
2015-11-14,53
2015-11-15,44
2015-11-16,41
2015-11-17,60
2015-11-18,50
2015-11-19,50
2015-11-20,54
2015-11-21,71
2015-11-22,51
2015-11-23,50
2015-11-24,57
2015-11-25,59
2015-11-26,68
2015-11-27,54
2015-11-28,62
2015-11-29,47
2015-11-30,65
2015-12-01,45
2015-12-02,43
2015-12-03,54
2015-12-04,55
2015-12-05,68
2015-12-06,53
2015-12-07,77
2015-12-08,61
2015-12-09,65
2015-12-10,68
2015-12-11,55
2015-12-12,59
2015-12-13,70
2015-12-14,45
2015-12-15,61
2015-12-16,48
2015-12-17,62
2015-12-18,60
2015-12-19,57
2015-12-20,52
2015-12-21,52
2015-12-22,45
2015-12-23,56
2015-12-24,58
2015-12-25,52
2015-12-26,43
2015-12-27,56
2015-12-28,57
2015-12-29,55
2015-12-30,56
2015-12-31,58
2016-01-01,54
2016-01-02,62
2016-01-03,77
2016-01-04,57
2016-01-05,57
2016-01-06,57
2016-01-07,77
2016-01-08,72
2016-01-09,72
2016-01-10,82
2016-01-11,80
2016-01-12,65
2016-01-13,67
2016-01-14,69
2016-01-15,64
2016-01-16,59
2016-01-17,58
2016-01-18,64
2016-01-19,76
2016-01-20,54
2016-01-21,47
2016-01-22,59
2016-01-23,55
2016-01-24,69
2016-01-25,58
2016-01-26,79
2016-01-27,64
2016-01-28,65
2016-01-29,68
2016-01-30,71
2016-01-31,66
2016-02-01,89
2016-02-02,66
2016-02-03,58
2016-02-04,59
2016-02-05,52
2016-02-06,63
2016-02-07,66
2016-02-08,59
2016-02-09,71
2016-02-10,57
2016-02-11,63
2016-02-12,58
2016-02-13,61
2016-02-14,73
2016-02-15,72
2016-02-16,53
2016-02-17,53
2016-02-18,61
2016-02-19,59
2016-02-20,75
2016-02-21,68
2016-02-22,55
2016-02-23,66
2016-02-24,71
2016-02-25,54
2016-02-26,61
2016-02-27,60
2016-02-28,63
2016-02-29,64
2016-03-01,72
2016-03-02,54
2016-03-03,69
2016-03-04,69
2016-03-05,62
2016-03-06,55
2016-03-07,57
2016-03-08,65
2016-03-09,59
2016-03-10,47
2016-03-11,57
2016-03-12,75
2016-03-13,73
2016-03-14,72
2016-03-15,44
2016-03-16,53
2016-03-17,68
2016-03-18,73
2016-03-19,58
2016-03-20,56
2016-03-21,62
2016-03-22,56
2016-03-23,56
2016-03-24,51
2016-03-25,58
2016-03-26,63
2016-03-27,60
2016-03-28,69
2016-03-29,68
2016-03-30,51
2016-03-31,67
2016-04-01,81
2016-04-02,64
2016-04-03,59
2016-04-04,64
2016-04-05,58
2016-04-06,61
2016-04-07,51
2016-04-08,51
2016-04-09,53
2016-04-10,46
2016-04-11,48
2016-04-12,54
2016-04-13,43
2016-04-14,55
2016-04-15,49
2016-04-16,61
2016-04-17,43
2016-04-18,59
2016-04-19,72
2016-04-20,57
2016-04-21,73
2016-04-22,52
2016-04-23,62
2016-04-24,48
2016-04-25,48
2016-04-26,46
2016-04-27,48
2016-04-28,56
2016-04-29,54
2016-04-30,56
2016-05-01,62
2016-05-02,55
2016-05-03,46
2016-05-04,57
2016-05-05,62
2016-05-06,58
2016-05-07,58
2016-05-08,48
2016-05-09,61
2016-05-10,68
2016-05-11,51
2016-05-12,48
2016-05-13,57
2016-05-14,42
2016-05-15,43
2016-05-16,52
2016-05-17,33
2016-05-18,58
2016-05-19,53
2016-05-20,56
2016-05-21,61
2016-05-22,46
2016-05-23,48
2016-05-24,40
2016-05-25,46
2016-05-26,58
2016-05-27,61
2016-05-28,66
2016-05-29,50
2016-05-30,54
2016-05-31,47
2016-06-01,49
2016-06-02,57
2016-06-03,56
2016-06-04,44
2016-06-05,48
2016-06-06,56
2016-06-07,57
2016-06-08,50
2016-06-09,49
2016-06-10,50
2016-06-11,49
2016-06-12,55
2016-06-13,45
2016-06-14,56
2016-06-15,57
2016-06-16,53
2016-06-17,58
2016-06-18,52
2016-06-19,39
2016-06-20,48
2016-06-21,42
2016-06-22,50
2016-06-23,55
2016-06-24,43
2016-06-25,57
2016-06-26,57
2016-06-27,49
2016-06-28,41
2016-06-29,55
2016-06-30,57
2016-07-01,53
2016-07-02,43
2016-07-03,57
2016-07-04,41
2016-07-05,49
2016-07-06,61
2016-07-07,60
2016-07-08,40
2016-07-09,52
2016-07-10,57
2016-07-11,56
2016-07-12,75
2016-07-13,46
2016-07-14,59
2016-07-15,59
2016-07-16,51
2016-07-17,43
2016-07-18,52
2016-07-19,41
2016-07-20,47
2016-07-21,51
2016-07-22,46
2016-07-23,36
2016-07-24,57
2016-07-25,60
2016-07-26,51
2016-07-27,49
2016-07-28,51
2016-07-29,56
2016-07-30,52
2016-07-31,45
2016-08-01,46
2016-08-02,49
2016-08-03,41
2016-08-04,46
2016-08-05,48
2016-08-06,52
2016-08-07,56
2016-08-08,50
2016-08-09,48
2016-08-10,47
2016-08-11,49
2016-08-12,57
2016-08-13,46
2016-08-14,43
2016-08-15,56
2016-08-16,63
2016-08-17,55
2016-08-18,39
2016-08-19,54
2016-08-20,54
2016-08-21,49
2016-08-22,54
2016-08-23,47
2016-08-24,51
2016-08-25,43
2016-08-26,57
2016-08-27,61
2016-08-28,51
2016-08-29,55
2016-08-30,67
2016-08-31,49
2016-09-01,48
2016-09-02,60
2016-09-03,64
2016-09-04,50
2016-09-05,57
2016-09-06,54
2016-09-07,51
2016-09-08,57
2016-09-09,45
2016-09-10,46
2016-09-11,35
2016-09-12,50
2016-09-13,58
2016-09-14,50
2016-09-15,51
2016-09-16,47
2016-09-17,62
2016-09-18,62
2016-09-19,44
2016-09-20,43
2016-09-21,57
2016-09-22,53
2016-09-23,48
2016-09-24,56
2016-09-25,73
2016-09-26,46
2016-09-27,60
2016-09-28,37
2016-09-29,52
2016-09-30,60
2016-10-01,57
2016-10-02,63
2016-10-03,51
2016-10-04,46
2016-10-05,59
2016-10-06,46
2016-10-07,72
2016-10-08,49
2016-10-09,60
2016-10-10,52
2016-10-11,55
2016-10-12,50
2016-10-13,45
2016-10-14,56
2016-10-15,79
2016-10-16,71
2016-10-17,60
2016-10-18,44
2016-10-19,53
2016-10-20,49
2016-10-21,52
2016-10-22,66
2016-10-23,66
2016-10-24,45
2016-10-25,60
2016-10-26,71
2016-10-27,52
2016-10-28,58
2016-10-29,65
2016-10-30,59
2016-10-31,45
2016-11-01,49
2016-11-02,60
2016-11-03,41
2016-11-04,45
2016-11-05,47
2016-11-06,68
2016-11-07,50
2016-11-08,43
2016-11-09,57
2016-11-10,58
2016-11-11,62
2016-11-12,65
2016-11-13,56
2016-11-14,62
2016-11-15,61
2016-11-16,51
2016-11-17,51
2016-11-18,72
2016-11-19,48
2016-11-20,52
2016-11-21,56
2016-11-22,48
2016-11-23,66
2016-11-24,55
2016-11-25,53
2016-11-26,53
2016-11-27,49
2016-11-28,44
2016-11-29,63
2016-11-30,51
2016-12-01,37
2016-12-02,55
2016-12-03,59
2016-12-04,62
2016-12-05,60
2016-12-06,59
2016-12-07,64
2016-12-08,66
2016-12-09,58
2016-12-10,56
2016-12-11,49
2016-12-12,43
2016-12-13,59
2016-12-14,57
2016-12-15,54
2016-12-16,50
2016-12-17,49
2016-12-18,49
2016-12-19,63
2016-12-20,75
2016-12-21,58
2016-12-22,64
2016-12-23,54
2016-12-24,56
2016-12-25,59
2016-12-26,69
2016-12-27,83
2016-12-28,62
2016-12-29,66
2016-12-30,61
2016-12-31,63
2017-01-01,77
2017-01-02,72
2017-01-03,72
2017-01-04,70
2017-01-05,64
2017-01-06,67
2017-01-07,70
2017-01-08,80
2017-01-09,84
2017-01-10,73
2017-01-11,74
2017-01-12,90
2017-01-13,76
2017-01-14,66
2017-01-15,95
2017-01-16,96
2017-01-17,99
2017-01-18,88
2017-01-19,72
2017-01-20,77
2017-01-21,86
2017-01-22,84
2017-01-23,74
2017-01-24,75
2017-01-25,77
2017-01-26,85
2017-01-27,85
2017-01-28,93
2017-01-29,102
2017-01-30,90
2017-01-31,100
2017-02-01,76
2017-02-02,97
2017-02-03,98
2017-02-04,74
2017-02-05,84
2017-02-06,81
2017-02-07,79
2017-02-08,79
2017-02-09,71
2017-02-10,81
2017-02-11,85
2017-02-12,69
2017-02-13,71
2017-02-14,77
2017-02-15,76
2017-02-16,73
2017-02-17,62
2017-02-18,64
2017-02-19,62
2017-02-20,75
2017-02-21,58
2017-02-22,71
2017-02-23,62
2017-02-24,70
2017-02-25,66
2017-02-26,72
2017-02-27,67
2017-02-28,65
2017-03-01,77
2017-03-02,64
2017-03-03,67
2017-03-04,53
2017-03-05,62
2017-03-06,57
2017-03-07,54
2017-03-08,61
2017-03-09,55
2017-03-10,55
2017-03-11,53
2017-03-12,48
2017-03-13,53
2017-03-14,69
2017-03-15,58
2017-03-16,51
2017-03-17,59
2017-03-18,67
2017-03-19,59
2017-03-20,59
2017-03-21,77
2017-03-22,58
2017-03-23,59
2017-03-24,57
2017-03-25,69
2017-03-26,57
2017-03-27,50
2017-03-28,66
2017-03-29,57
2017-03-30,67
2017-03-31,56
2017-04-01,58
2017-04-02,68
2017-04-03,57
2017-04-04,55
2017-04-05,57
2017-04-06,51
2017-04-07,55
2017-04-08,51
2017-04-09,53
2017-04-10,62
2017-04-11,48
2017-04-12,50
2017-04-13,48
2017-04-14,59
2017-04-15,46
2017-04-16,52
2017-04-17,63
2017-04-18,47
2017-04-19,47
2017-04-20,62
2017-04-21,58
2017-04-22,60
2017-04-23,66
2017-04-24,46
2017-04-25,46
2017-04-26,66
2017-04-27,55
2017-04-28,53
2017-04-29,58
2017-04-30,63
2017-05-01,50
2017-05-02,51
2017-05-03,48
2017-05-04,51
2017-05-05,57
2017-05-06,58
2017-05-07,55
2017-05-08,62
2017-05-09,49
2017-05-10,51
2017-05-11,48
2017-05-12,59
2017-05-13,55
2017-05-14,53
2017-05-15,46
2017-05-16,51
2017-05-17,51
2017-05-18,63
2017-05-19,56
2017-05-20,55
2017-05-21,55
2017-05-22,54
2017-05-23,53
2017-05-24,58
2017-05-25,43
2017-05-26,68
2017-05-27,50
2017-05-28,38
2017-05-29,61
2017-05-30,69
2017-05-31,58
2017-06-01,58
2017-06-02,52
2017-06-03,58
2017-06-04,41
2017-06-05,53
2017-06-06,57
2017-06-07,41
2017-06-08,38
2017-06-09,50
2017-06-10,67
2017-06-11,59
2017-06-12,56
2017-06-13,55
2017-06-14,57
2017-06-15,56
2017-06-16,53
2017-06-17,33
2017-06-18,45
2017-06-19,53
2017-06-20,57
2017-06-21,54
2017-06-22,45
2017-06-23,49
2017-06-24,63
2017-06-25,40
2017-06-26,38
2017-06-27,49
2017-06-28,56
2017-06-29,53
2017-06-30,43
2017-07-01,50
2017-07-02,56
2017-07-03,49
2017-07-04,55
2017-07-05,45
2017-07-06,56
2017-07-07,57
2017-07-08,65
2017-07-09,62
2017-07-10,49
2017-07-11,52
2017-07-12,44
2017-07-13,60
2017-07-14,40
2017-07-15,52
2017-07-16,44
2017-07-17,43
2017-07-18,62
2017-07-19,51
2017-07-20,45
2017-07-21,60
2017-07-22,66
2017-07-23,44
2017-07-24,48
2017-07-25,61
2017-07-26,44
2017-07-27,48
2017-07-28,48
2017-07-29,50
2017-07-30,46
2017-07-31,49
2017-08-01,52
2017-08-02,47
2017-08-03,52
2017-08-04,57
2017-08-05,58
2017-08-06,50
2017-08-07,54
2017-08-08,48
2017-08-09,59
2017-08-10,40
2017-08-11,40
2017-08-12,43
2017-08-13,47
2017-08-14,60
2017-08-15,47
2017-08-16,47
2017-08-17,54
2017-08-18,60
2017-08-19,42
2017-08-20,64
2017-08-21,45
2017-08-22,39
2017-08-23,48
2017-08-24,63
2017-08-25,55
2017-08-26,52
2017-08-27,59
2017-08-28,70
2017-08-29,49
2017-08-30,58
2017-08-31,61
2017-09-01,55
2017-09-02,45
2017-09-03,53
2017-09-04,56
2017-09-05,50
2017-09-06,45
2017-09-07,45
2017-09-08,48
2017-09-09,56
2017-09-10,58
2017-09-11,67
2017-09-12,46
2017-09-13,53
2017-09-14,58
2017-09-15,46
2017-09-16,36
2017-09-17,48
2017-09-18,48
2017-09-19,43
2017-09-20,59
2017-09-21,48
2017-09-22,60
2017-09-23,64
2017-09-24,60
2017-09-25,54
2017-09-26,59
2017-09-27,65
2017-09-28,58
2017-09-29,36
2017-09-30,60
2017-10-01,64
2017-10-02,61
2017-10-03,56
2017-10-04,48
2017-10-05,71
2017-10-06,71
2017-10-07,39
2017-10-08,62
2017-10-09,56
2017-10-10,64
2017-10-11,51
2017-10-12,62
2017-10-13,57
2017-10-14,44
2017-10-15,58
2017-10-16,58
2017-10-17,61
2017-10-18,67
2017-10-19,64
2017-10-20,39
2017-10-21,46
2017-10-22,58
2017-10-23,49
2017-10-24,53
2017-10-25,58
2017-10-26,43
2017-10-27,50
2017-10-28,50
2017-10-29,55
2017-10-30,52
2017-10-31,49
2017-11-01,66
2017-11-02,49
2017-11-03,62
2017-11-04,70
2017-11-05,52
2017-11-06,53
2017-11-07,54
2017-11-08,67
2017-11-09,56
2017-11-10,53
2017-11-11,60
2017-11-12,58
2017-11-13,50
2017-11-14,53
2017-11-15,62
2017-11-16,62
2017-11-17,54
2017-11-18,58
2017-11-19,68
2017-11-20,55
2017-11-21,61
2017-11-22,54
2017-11-23,60
2017-11-24,56
2017-11-25,61
2017-11-26,55
2017-11-27,49
2017-11-28,52
2017-11-29,59
2017-11-30,54
2017-12-01,58
2017-12-02,51
2017-12-03,54
2017-12-04,55
2017-12-05,47
2017-12-06,47
2017-12-07,68
2017-12-08,70
2017-12-09,68
2017-12-10,58
2017-12-11,66
2017-12-12,60
2017-12-13,54
2017-12-14,63
2017-12-15,64
2017-12-16,58
2017-12-17,46
2017-12-18,74
2017-12-19,52
2017-12-20,55
2017-12-21,53
2017-12-22,60
2017-12-23,51
2017-12-24,64
2017-12-25,55
2017-12-26,63
2017-12-27,69
2017-12-28,67
2017-12-29,67
2017-12-30,56
2017-12-31,55
2018-01-01,61
2018-01-02,56
2018-01-03,53
2018-01-04,62
2018-01-05,61
2018-01-06,68
2018-01-07,61
2018-01-08,63
2018-01-09,61
2018-01-10,62
2018-01-11,61
2018-01-12,60
2018-01-13,61
2018-01-14,55
2018-01-15,73
2018-01-16,54
2018-01-17,59
2018-01-18,65
2018-01-19,59
2018-01-20,46
2018-01-21,59
2018-01-22,64
2018-01-23,64
2018-01-24,60
2018-01-25,61
2018-01-26,61
2018-01-27,66
2018-01-28,66
2018-01-29,73
2018-01-30,75
2018-01-31,58
2018-02-01,65
2018-02-02,72
2018-02-03,67
2018-02-04,70
2018-02-05,57
2018-02-06,53
2018-02-07,64
2018-02-08,75
2018-02-09,66
2018-02-10,73
2018-02-11,47
2018-02-12,79
2018-02-13,71
2018-02-14,52
2018-02-15,78
2018-02-16,77
2018-02-17,79
2018-02-18,75
2018-02-19,64
2018-02-20,76
2018-02-21,58
2018-02-22,66
2018-02-23,69
2018-02-24,81
2018-02-25,74
2018-02-26,74
2018-02-27,84
2018-02-28,70
2018-03-01,71
2018-03-02,63
2018-03-03,80
2018-03-04,81
2018-03-05,77
2018-03-06,64
2018-03-07,69
2018-03-08,67
2018-03-09,73
2018-03-10,63
2018-03-11,60
2018-03-12,69
2018-03-13,68
2018-03-14,61
2018-03-15,71
2018-03-16,76
2018-03-17,70
2018-03-18,78
2018-03-19,64
2018-03-20,79
2018-03-21,66
2018-03-22,51
2018-03-23,77
2018-03-24,60
2018-03-25,55
2018-03-26,58
2018-03-27,65
2018-03-28,64
2018-03-29,66
2018-03-30,71
2018-03-31,63
2018-04-01,63
2018-04-02,49
2018-04-03,72
2018-04-04,61
2018-04-05,64
2018-04-06,68
2018-04-07,75
2018-04-08,52
2018-04-09,58
2018-04-10,57
2018-04-11,56
2018-04-12,66
2018-04-13,62
2018-04-14,51
2018-04-15,61
2018-04-16,54
2018-04-17,47
2018-04-18,59
2018-04-19,67
2018-04-20,60
2018-04-21,56
2018-04-22,57
2018-04-23,61
2018-04-24,62
2018-04-25,59
2018-04-26,54
2018-04-27,49
2018-04-28,56
2018-04-29,68
2018-04-30,55
2018-05-01,52
2018-05-02,40
2018-05-03,62
2018-05-04,58
2018-05-05,48
2018-05-06,48
2018-05-07,51
2018-05-08,51
2018-05-09,55
2018-05-10,59
2018-05-11,53
2018-05-12,56
2018-05-13,55
2018-05-14,45
2018-05-15,59
2018-05-16,46
2018-05-17,50
2018-05-18,62
2018-05-19,59
2018-05-20,43
2018-05-21,65
2018-05-22,56
2018-05-23,46
2018-05-24,49
2018-05-25,61
2018-05-26,51
2018-05-27,44
2018-05-28,62
2018-05-29,51
2018-05-30,57
2018-05-31,53
2018-06-01,53
2018-06-02,55
2018-06-03,51
2018-06-04,61
2018-06-05,49
2018-06-06,55
2018-06-07,48
2018-06-08,50
2018-06-09,51
2018-06-10,57
2018-06-11,47
2018-06-12,59
2018-06-13,48
2018-06-14,49
2018-06-15,50
2018-06-16,47
2018-06-17,53
2018-06-18,58
2018-06-19,53
2018-06-20,65
2018-06-21,54
2018-06-22,50
2018-06-23,47
2018-06-24,48
2018-06-25,48
2018-06-26,54
2018-06-27,41
2018-06-28,40
2018-06-29,48
2018-06-30,58
2018-07-01,44
2018-07-02,52
2018-07-03,47
